word,katakana,part_of_speech,conjugation_type,conjugated_form_example
集治,シュウジ,名詞-普通名詞-サ変可能,0,0
住みなす,スミナス,動詞-一般,五段-サ行,未然形-一般
縦陣,ジュウジン,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
しゅんきょ,シュンキョ,名詞-普通名詞-サ変可能,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
初位,ソイ,名詞-普通名詞-一般,0,0
諸堂,ショドウ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
こぬか,コヌカ,名詞-普通名詞-一般,0,0
小寺,ショウジ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
小せがれ,コセガレ,名詞-普通名詞-一般,0,0
昭代,ショウダイ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
しょうこつ,ショウコツ,名詞-普通名詞-一般,0,0
照り降り,テリフリ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
織り上がる,オリアガル,動詞-一般,五段-ラ行-一般,連体形-一般
#N/A,#N/A,名詞-普通名詞-一般,0,0
色仕掛け,イロジカケ,名詞-普通名詞-一般,0,0
#N/A,#N/A,動詞-一般,五段-サ行,連用形-一般
寝わら,ネワラ,名詞-普通名詞-一般,0,0
#N/A,#N/A,動詞-一般,文語下二段-カ行,連用形-一般
#N/A,#N/A,動詞-一般,五段-タ行,連用形-促音便
新陽,シンヨウ,名詞-普通名詞-一般,0,0
新領,シンリョウ,名詞-普通名詞-一般,0,0
#N/A,#N/A,動詞-一般,下一段-カ行,未然形-一般
マコモ,マコモ,名詞-普通名詞-一般,0,0
真神,シンシン,名詞-普通名詞-一般,0,0
神歌,シンカ,名詞-普通名詞-一般,0,0
親臨,シンリン,名詞-普通名詞-サ変可能,0,0
ハリギリ,ハリギリ,名詞-普通名詞-一般,0,0
瑞雲,ズイウン,名詞-普通名詞-一般,0,0
征戦,セイセン,名詞-普通名詞-一般,0,0
晴らし,ハラシ,名詞-普通名詞-一般,0,0
生まれ合わせる,ウマレアワセル,動詞-一般,下一段-サ行,連用形-一般
青碧,セイヘキ,名詞-普通名詞-一般,0,0
石槍,イシヤリ,名詞-普通名詞-一般,0,0
積み残す,ツミノコス,動詞-一般,五段-サ行,未然形-一般
切りかかる,キリカカル,動詞-一般,五段-ラ行-一般,連用形-一般
切願,セツガン,名詞-普通名詞-サ変可能,0,0
設色,セッショク,名詞-普通名詞-一般,0,0
節米,セツマイ,名詞-普通名詞-サ変可能,0,0
雪沓,ユキグツ,名詞-普通名詞-一般,0,0
先主,センシュ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
撰修,センシュウ,名詞-普通名詞-サ変可能,0,0
船側,センソク,名詞-普通名詞-一般,0,0
遷幸,センコウ,名詞-普通名詞-サ変可能,0,0
前殿,ゼンデン,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
双塔,ソウトウ,名詞-普通名詞-一般,0,0
壮者,ソウシャ,名詞-普通名詞-一般,0,0
層々,ソウソウ,形状詞-タリ,0,0
そうぼう,ソウボウ,名詞-普通名詞-サ変可能,0,0
総処,ソウショ,名詞-普通名詞-一般,0,0
作らす,ツクラス,動詞-一般,五段-サ行,未然形-一般
足探り,アシサグリ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
村芝居,ムラシバイ,名詞-普通名詞-一般,0,0
他派,タハ,名詞-普通名詞-一般,0,0
代地,ダイチ,名詞-普通名詞-一般,0,0
台辞,ダイジ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
大荘,ダイショウ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
短甲,タンコウ,名詞-普通名詞-一般,0,0
短評,タンピョウ,名詞-普通名詞-一般,0,0
知音,チイン,名詞-普通名詞-一般,0,0
じどり,ジドリ,名詞-普通名詞-一般,0,0
竹矢来,タケヤライ,名詞-普通名詞-一般,0,0
中衛,チュウエイ,名詞-普通名詞-一般,0,0
中啓,チュウケイ,名詞-普通名詞-一般,0,0
忠心,チュウシン,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
弔鐘,チョウショウ,名詞-普通名詞-一般,0,0
朝湯,アサユ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
町外,チョウガイ,名詞-普通名詞-一般,0,0
長史,チョウシ,名詞-普通名詞-一般,0,0
長堤,チョウテイ,名詞-普通名詞-一般,0,0
ひねる,ヒネル,動詞-一般,下一段-ナ行,連用形-一般
#N/A,#N/A,名詞-普通名詞-一般,0,0
とじあわせる,トジアワセル,動詞-一般,下一段-サ行,連用形-一般
爪牙,ソウガ,名詞-普通名詞-一般,0,0
呈上,テイジョウ,名詞-普通名詞-サ変可能,0,0
ていざ,テイザ,名詞-普通名詞-一般,0,0
徹する,テッスル,動詞-一般,サ行変格,連体形-一般
鉄箭,テッセン,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-サ変可能,0,0
#N/A,#N/A,動詞-一般,下一段-ラ行-一般,連用形-一般
#N/A,#N/A,動詞-一般,五段-カ行-一般,連用形-イ音便
#N/A,#N/A,名詞-普通名詞-一般,0,0
投げ倒す,ナゲタオス,動詞-一般,五段-サ行,連用形-一般
東朝,トウチョウ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
謄,0,名詞-普通名詞-一般,0,0
逃げ隠れる,ニゲカクレル,動詞-一般,下一段-ラ行-一般,終止形-一般
#N/A,#N/A,動詞-一般,上一段-タ行,連用形-一般
頭だつ,カシラダツ,動詞-一般,五段-タ行,連体形-一般
胴中,ドウナカ,名詞-普通名詞-一般,0,0
特配,トクハイ,名詞-普通名詞-サ変可能,0,0
一人決,ヒトリギメ,名詞-普通名詞-一般,0,0
内城,ナイジョウ,名詞-普通名詞-一般,0,0
内人,ウチビト,名詞-普通名詞-一般,0,0
にぎやかす,ニギヤカス,動詞-一般,五段-サ行,意志推量形
日柄,ヒガラ,名詞-普通名詞-一般,0,0
#N/A,#N/A,動詞-一般,カ行変格,連体形-一般
入堂,ニュウドウ,名詞-普通名詞-サ変可能,0,0
しのびあう,シノビアウ,動詞-一般,五段-ワア行-一般,連用形-一般
年歯,ネンシ,名詞-普通名詞-一般,0,0
破調,ハチョウ,名詞-普通名詞-一般,0,0
#N/A,#N/A,動詞-一般,五段-サ行,連体形-一般
梅見,ウメミ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
売卜,バイボク,名詞-普通名詞-一般,0,0
陪観,バイカン,名詞-普通名詞-サ変可能,0,0
這回,シャカイ,名詞-普通名詞-一般,0,0
搬,0,名詞-普通名詞-一般,0,0
板石,イタイシ,名詞-普通名詞-一般,0,0
晩節,バンセツ,名詞-普通名詞-一般,0,0
盤台,ハンダイ,名詞-普通名詞-一般,0,0
避災,ヒサイ,名詞-普通名詞-サ変可能,0,0
鼻下,ビカ,名詞-普通名詞-一般,0,0
百雷,ヒャクライ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
氷海,ヒョウカイ,名詞-普通名詞-一般,0,0
ひょうかん,ヒョウカン,名詞-普通名詞-一般,0,0
#N/A,#N/A,動詞-一般,下一段-ダ行,終止形-一般
#N/A,#N/A,名詞-普通名詞-一般,0,0
書き絵,カキエ,名詞-普通名詞-一般,0,0
付け直す,ツケナオス,動詞-一般,五段-サ行,連用形-一般
#N/A,#N/A,名詞-普通名詞-一般,0,0
風まかせ,カゼマカセ,名詞-普通名詞-一般,0,0
腹ごなし,ハラゴナシ,名詞-普通名詞-一般,0,0
分取り,ワケドリ,名詞-普通名詞-一般,0,0
分団,ブンダン,名詞-普通名詞-一般,0,0
分流,ブンリュウ,名詞-普通名詞-サ変可能,0,0
ふんけい,フンケイ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
別科,ベッカ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
歩荷,ボッカ,名詞-普通名詞-一般,0,0
母公,ボコウ,名詞-普通名詞-一般,0,0
奉呈,ホウテイ,名詞-普通名詞-サ変可能,0,0
放歌,ホウカ,名詞-普通名詞-サ変可能,0,0
#N/A,#N/A,動詞-一般,五段-ワア行-一般,連用形-促音便
訪客,ホウキャク,名詞-普通名詞-一般,0,0
忙,0,名詞-普通名詞-一般,0,0
防ぎ止める,フセギトメル,動詞-一般,下一段-マ行,連体形-一般
吠声,0,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
昧爽,マイソウ,名詞-普通名詞-一般,0,0
無文,ムモン,名詞-普通名詞-一般,0,0
#N/A,#N/A,動詞-一般,五段-ラ行-一般,未然形-一般
#N/A,#N/A,動詞-一般,下一段-ラ行-一般,連用形-一般
銘茶,メイチャ,名詞-普通名詞-一般,0,0
#N/A,#N/A,動詞-一般,五段-サ行,未然形-一般
綿服,メンプク,名詞-普通名詞-一般,0,0
猛射,モウシャ,名詞-普通名詞-一般,0,0
もうけ口,モウケグチ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
問丸,トイマル,名詞-普通名詞-一般,0,0
のみ,ノミ,名詞-普通名詞-一般,0,0
薬餌,ヤクジ,名詞-普通名詞-一般,0,0
勇み肌,イサミハダ,名詞-普通名詞-一般,0,0
ゆうくん,ユウクン,名詞-普通名詞-一般,0,0
遊惰,ユウダ,名詞-普通名詞-形状詞可能,0,0
雄図,ユウト,名詞-普通名詞-一般,0,0
妖星,ヨウセイ,名詞-普通名詞-一般,0,0
用方,ヨウホウ,名詞-普通名詞-一般,0,0
踊り歌,オドリウタ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
乱酒,ランシュ,名詞-普通名詞-一般,0,0
リジン,リジン,名詞-普通名詞-一般,0,0
#N/A,#N/A,形状詞-タリ,0,0
#N/A,#N/A,動詞-一般,五段-カ行-一般,連体形-一般
立て並べる,タテナラベル,動詞-一般,下一段-バ行,連用形-一般
流会,リュウカイ,名詞-普通名詞-サ変可能,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
淋漓,リンリ,形状詞-タリ,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
るいか,ルイカ,名詞-普通名詞-一般,0,0
隷下,レイカ,名詞-普通名詞-一般,0,0
霊猫,レイビョウ,名詞-普通名詞-一般,0,0
蓮台,レンダイ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
六合,リクゴウ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
厦,0,名詞-普通名詞-一般,0,0
呟,0,名詞-普通名詞-一般,0,0
喞,0,名詞-普通名詞-一般,0,0
＊,カンチ,名詞-普通名詞-一般,0,0
＊,ジュシ,名詞-普通名詞-一般,0,0
＊,イチョウ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
＊,ジュンコウ,名詞-普通名詞-一般,0,0
桧垣,ヒガキ,名詞-普通名詞-一般,0,0
灑,0,名詞-普通名詞-一般,0,0
炮,0,名詞-普通名詞-一般,0,0
熨斗目,ノシメ,名詞-普通名詞-一般,0,0
にらみあわせる,ニラミアワセル,動詞-一般,下一段-サ行,連用形-一般
＊,コウカク,名詞-普通名詞-一般,0,0
ササラ,ササラ,名詞-普通名詞-一般,0,0
縉紳,0,名詞-普通名詞-一般,0,0
胄,0,名詞-普通名詞-一般,0,0
＊,ショウジョウ,形状詞-タリ,0,0
やぶにらみ,ヤブニラミ,名詞-普通名詞-一般,0,0
＊,ロウギ,名詞-普通名詞-一般,0,0
覘,0,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-サ変可能,0,0
讀,0,名詞-普通名詞-一般,0,0
＊,キザ,名詞-普通名詞-サ変可能,0,0
＊,キハイ,名詞-普通名詞-サ変可能,0,0
#N/A,#N/A,動詞-一般,下一段-ダ行,終止形-一般
#N/A,#N/A,名詞-普通名詞-一般,0,0
＊,ヒニク,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-サ変可能,0,0
＊,カンセイ,名詞-普通名詞-一般,0,0
_,0,名詞-普通名詞-一般,0,0
_,0,名詞-普通名詞-一般,0,0
＊,ロジ,名詞-普通名詞-一般,0,0
流紋,リュウモン,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
shampoo,0,名詞-普通名詞-一般,0,0
ＳＰＯ,#N/A,名詞-普通名詞-一般,0,0
たなご,タナゴ,名詞-普通名詞-一般,0,0
チャイブ,チャイブ,名詞-普通名詞-一般,0,0
パピローマウイルス,#N/A,名詞-普通名詞-一般,0,0
ハンドボール,ハンドボール,名詞-普通名詞-一般,0,0
ホンソメワケベラ,0,名詞-普通名詞-一般,0,0
後屈,コウクツ,名詞-普通名詞-サ変可能,0,0
死重,シジュウ,名詞-普通名詞-一般,0,0
煮びたし,ニビタシ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
焼き麸,ヤキフ,名詞-普通名詞-一般,0,0
ミズスマシ,ミズスマシ,名詞-普通名詞-一般,0,0
恥垢,チコウ,名詞-普通名詞-一般,0,0
白斑,ハクハン,名詞-普通名詞-一般,0,0
びゃくじゅつ,ビャクジュツ,名詞-普通名詞-一般,0,0
分体,ブンタイ,名詞-普通名詞-一般,0,0
asset,0,名詞-普通名詞-一般,0,0
ship,0,名詞-普通名詞-一般,0,0
standards,0,名詞-普通名詞-一般,0,0
エキサイティング,エキサイティング,名詞-普通名詞-形状詞可能,0,0
オーバーヘッド,オーバーヘッド,名詞-普通名詞-一般,0,0
外需,ガイジュ,名詞-普通名詞-一般,0,0
自行,ジコウ,名詞-普通名詞-一般,0,0
諸量,ショリョウ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
底打ち,ソコウチ,名詞-普通名詞-一般,0,0
ヒ素,ヒソ,名詞-普通名詞-一般,0,0
粒径,リュウケイ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
bien,0,名詞-普通名詞-一般,0,0
ein,0,名詞-普通名詞-一般,0,0
favor,0,名詞-普通名詞-一般,0,0
ＬＯＣ,#N/A,名詞-普通名詞-一般,0,0
nfiguration,0,名詞-普通名詞-一般,0,0
scotsman,0,名詞-普通名詞-一般,0,0
storm,0,名詞-普通名詞-一般,0,0
suppose,0,名詞-普通名詞-一般,0,0
インフィニット,#N/A,名詞-普通名詞-形状詞可能,0,0
シャロー,#N/A,名詞-普通名詞-一般,0,0
トーラー,トーラー,名詞-普通名詞-一般,0,0
バジュラ,#N/A,名詞-普通名詞-一般,0,0
リメンバー,#N/A,名詞-普通名詞-一般,0,0
忌み言葉,イミコトバ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
高域,コウイキ,名詞-普通名詞-一般,0,0
触りあう,サワリアウ,動詞-一般,五段-ワア行-一般,連用形-一般
#N/A,#N/A,動詞-一般,五段-マ行,連体形-一般
グリホサート,#N/A,名詞-普通名詞-一般,0,0
ショコラティエ,#N/A,名詞-普通名詞-一般,0,0
害鳥,ガイチョウ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-サ変可能,0,0
骨膜,コツマク,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
ビャクシン,ビャクシン,名詞-普通名詞-一般,0,0
百薬,ヒャクヤク,名詞-普通名詞-一般,0,0
溶血,ヨウケツ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-サ変可能,0,0
町費,チョウヒ,名詞-普通名詞-一般,0,0
gorge,0,名詞-普通名詞-一般,0,0
mexico,0,名詞-普通名詞-一般,0,0
インディファレント,#N/A,名詞-普通名詞-形状詞可能,0,0
コニーデ,コニーデ,名詞-普通名詞-一般,0,0
ソンサン,#N/A,名詞-普通名詞-一般,0,0
タランチュラ,タランチュラ,名詞-普通名詞-一般,0,0
ドミトリー・ドンスコイ,0,名詞-普通名詞-一般,0,0
ニニギノミコト,0,名詞-普通名詞-一般,0,0
パセオ,#N/A,名詞-普通名詞-一般,0,0
バティック,バティック,名詞-普通名詞-一般,0,0
ハンスト,ハンスト,名詞-普通名詞-一般,0,0
ヒッカム,0,名詞-普通名詞-一般,0,0
ファド,ファド,名詞-普通名詞-一般,0,0
六平,ムサカ,名詞-普通名詞-一般,0,0
駅鈴,エキレイ,名詞-普通名詞-一般,0,0
塩引き,シオビキ,名詞-普通名詞-一般,0,0
横帆,オウハン,名詞-普通名詞-一般,0,0
賀正,ガショウ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
改葬,カイソウ,名詞-普通名詞-サ変可能,0,0
海門,カイモン,名詞-普通名詞-一般,0,0
各町,カクチョウ,名詞-普通名詞-一般,0,0
官撰,カンセン,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
吉事,キチジ,名詞-普通名詞-一般,0,0
朽,0,名詞-普通名詞-一般,0,0
旧辞,キュウジ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
凶漢,キョウカン,名詞-普通名詞-一般,0,0
荊冠,ケイカン,名詞-普通名詞-一般,0,0
血涙,ケツルイ,名詞-普通名詞-一般,0,0
圏点,ケンテン,名詞-普通名詞-一般,0,0
献言,ケンゲン,名詞-普通名詞-サ変可能,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
原話,ゲンワ,名詞-普通名詞-一般,0,0
言問い,コトトイ,名詞-普通名詞-一般,0,0
公族,コウゾク,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
購,0,名詞-普通名詞-一般,0,0
劫火,ゴウカ,名詞-普通名詞-一般,0,0
根株,ネカブ,名詞-普通名詞-一般,0,0
雑魚寝,ザコネ,名詞-普通名詞-サ変可能,0,0
仕丁,ジチョウ,名詞-普通名詞-一般,0,0
司式,シシキ,名詞-普通名詞-サ変可能,0,0
四職,シシキ,名詞-普通名詞-一般,0,0
賜姓,シセイ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
儒官,ジュカン,名詞-普通名詞-一般,0,0
囚衣,シュウイ,名詞-普通名詞-一般,0,0
諸宮,ショグウ,名詞-普通名詞-一般,0,0
焼殺,ショウサツ,名詞-普通名詞-サ変可能,0,0
進献,シンケン,名詞-普通名詞-サ変可能,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
生む,ウム,動詞-一般,五段-マ行,連用形-一般
#N/A,#N/A,名詞-普通名詞-一般,0,0
節日,セチニチ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
舌耕,ゼッコウ,名詞-普通名詞-一般,0,0
舟板,フナイタ,名詞-普通名詞-一般,0,0
鎗,0,名詞-普通名詞-一般,0,0
族縁,ゾクエン,名詞-普通名詞-一般,0,0
打ち沈む,ウチシズム,動詞-一般,五段-マ行,連用形-撥音便
替え地,カエチ,名詞-普通名詞-一般,0,0
退座,タイザ,名詞-普通名詞-サ変可能,0,0
大姫,オオヒメ,名詞-普通名詞-一般,0,0
弾幕,ダンマク,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
鎮目,シズメ,名詞-普通名詞-一般,0,0
鉄枠,テツワク,名詞-普通名詞-一般,0,0
#N/A,#N/A,動詞-一般,五段-サ行,未然形-一般
