word,katakana,part_of_speech,conjugation_type,conjugated_form_example
吹く,フク,動詞-一般,五段-カ行-一般,連体形-一般
曲がる,マガル,動詞-一般,五段-ラ行-一般,終止形-一般
浴びる,アビル,動詞-一般,上一段-バ行,終止形-一般
食べ物,タベモノ,名詞-普通名詞-一般,0,0
ラジオ,ラジオ,名詞-普通名詞-一般,0,0
青,アオ,名詞-普通名詞-一般,0,0
まっすぐ,マッスグ,形状詞-一般,0,0
汚い,キタナイ,形容詞-一般,形容詞,終止形-一般
教室,キョウシツ,名詞-普通名詞-一般,0,0
角,カク,名詞-普通名詞-一般,0,0
風邪,カゼ,名詞-普通名詞-一般,0,0
ぬぐ,ヌグ,動詞-一般,五段-ガ行,終止形-一般
丸い,マルイ,形容詞-一般,形容詞,連用形-一般
危ない,アブナイ,形容詞-一般,形容詞,終止形-一般
上る,ノボル,動詞-一般,五段-ラ行-一般,終止形-一般
なくす,ナクス,動詞-一般,五段-サ行,連用形-一般
散歩,サンポ,名詞-普通名詞-サ変可能,0,0
皿,サラ,名詞-普通名詞-一般,0,0
おおぜい,オオゼイ,名詞-普通名詞-一般,0,0
キロメートル,キロメートル,接尾辞-名詞的-助数詞,0,0
ペット,ペット,名詞-普通名詞-一般,0,0
地図,チズ,名詞-普通名詞-一般,0,0
土曜,ドヨウ,名詞-普通名詞-副詞可能,0,0
毎年,マイトシ,名詞-普通名詞-副詞可能,0,0
野菜,ヤサイ,名詞-普通名詞-一般,0,0
洋服,ヨウフク,名詞-普通名詞-一般,0,0
レストラン,レストラン,名詞-普通名詞-一般,0,0
厚い,アツイ,形容詞-一般,形容詞,連用形-一般
生徒,セイト,名詞-普通名詞-一般,0,0
台所,ダイドコロ,名詞-普通名詞-一般,0,0
いいえ,イイエ,感動詞-一般,0,0
泳ぐ,オヨグ,動詞-一般,五段-ガ行,意志推量形
池,イケ,名詞-普通名詞-一般,0,0
毎月,マイツキ,名詞-普通名詞-副詞可能,0,0
ペン,ペン,名詞-普通名詞-一般,0,0
さす,サス,動詞-一般,五段-サ行,終止形-一般
コート,コート,名詞-普通名詞-一般,0,0
ボタン,ボタン,名詞-普通名詞-一般,0,0
昨夜,サクヤ,名詞-普通名詞-副詞可能,0,0
カレー,カレー,名詞-普通名詞-一般,0,0
弁当,ベントウ,名詞-普通名詞-一般,0,0
天気,テンキ,名詞-普通名詞-一般,0,0
パーティー,パーティー,名詞-普通名詞-一般,0,0
来年,ライネン,名詞-普通名詞-副詞可能,0,0
漢字,カンジ,名詞-普通名詞-一般,0,0
今朝,ケサ,名詞-普通名詞-副詞可能,0,0
暖かい,アタタカイ,形容詞-一般,形容詞,終止形-一般
カップ,カップ,名詞-普通名詞-一般,0,0
磨く,ミガク,動詞-一般,五段-カ行-一般,連体形-一般
はじく,ハジク,動詞-一般,五段-カ行-一般,連用形-一般
封筒,フウトウ,名詞-普通名詞-一般,0,0
財布,サイフ,名詞-普通名詞-一般,0,0
閉める,シメル,動詞-一般,下一段-マ行,連用形-一般
テスト,テスト,名詞-普通名詞-サ変可能,0,0
帽子,ボウシ,名詞-普通名詞-一般,0,0
塩,シオ,名詞-普通名詞-一般,0,0
ズボン,ズボン,名詞-普通名詞-一般,0,0
喫茶,キッサ,名詞-普通名詞-一般,0,0
スカート,スカート,名詞-普通名詞-一般,0,0
習う,ナラウ,動詞-一般,文語四段-ハ行,連用形-一般
咲く,サク,動詞-一般,文語四段-カ行,未然形-一般
牛乳,ギュウニュウ,名詞-普通名詞-一般,0,0
ナイフ,ナイフ,名詞-普通名詞-一般,0,0
夏休み,ナツヤスミ,名詞-普通名詞-一般,0,0
砂糖,サトウ,名詞-普通名詞-一般,0,0
傘,カサ,名詞-普通名詞-一般,0,0
冊,サツ, ,0,0
授業,ジュギョウ,名詞-普通名詞-サ変可能,0,0
しょうゆ,ショウユ,名詞-普通名詞-一般,0,0
黄色い,キイロイ,形容詞-一般,形容詞,連体形-一般
はがき,ハガキ,名詞-普通名詞-一般,0,0
あれ,アレ,感動詞-一般,0,0
締める,シメル,動詞-一般,下一段-マ行,未然形-一般
コップ,コップ,名詞-普通名詞-一般,0,0
デパート,デパート,名詞-普通名詞-一般,0,0
シャワー,シャワー,名詞-普通名詞-一般,0,0
箸,ハシ,名詞-普通名詞-一般,0,0
警官,ケイカン,名詞-普通名詞-一般,0,0
月曜,ゲツヨウ,名詞-普通名詞-副詞可能,0,0
カバン,カバン,名詞-普通名詞-一般,0,0
食堂,ショクドウ,名詞-普通名詞-一般,0,0
涼しい,スズシイ,形容詞-一般,形容詞,連用形-一般
プール,プール,名詞-普通名詞-サ変可能,0,0
ゼロ,ゼロ,名詞-数詞,0,0
ポスト,ポスト,名詞-普通名詞-一般,0,0
黄色,キイロ,名詞-普通名詞-一般,0,0
エレベーター,エレベーター,名詞-普通名詞-一般,0,0
フィルム,フィルム,名詞-普通名詞-一般,0,0
せっけん,セッケン,名詞-普通名詞-一般,0,0
晴れる,ハレル,動詞-一般,下一段-ラ行-一般,連用形-一般
飲み物,ノミモノ,名詞-普通名詞-一般,0,0
鳴く,ナク,動詞-一般,五段-カ行-一般,未然形-一般
茶色,チャイロ,名詞-普通名詞-一般,0,0
金曜,キンヨウ,名詞-普通名詞-副詞可能,0,0
キログラム,キログラム,接尾辞-名詞的-助数詞,0,0
ギター,ギター,名詞-普通名詞-一般,0,0
切符,キップ,名詞-普通名詞-一般,0,0
出口,デグチ,名詞-普通名詞-一般,0,0
飴,アメ,名詞-普通名詞-一般,0,0
ネクタイ,ネクタイ,名詞-普通名詞-一般,0,0
こんにちは,コンニチハ,感動詞-一般,0,0
さようなら,サヨウナラ,感動詞-一般,0,0
おはよう,オハヨウ,感動詞-一般,0,0
今月,コンゲツ,名詞-普通名詞-副詞可能,0,0
上着,ウワギ,名詞-普通名詞-一般,0,0
辞書,ジショ,名詞-普通名詞-一般,0,0
ハンカチ,ハンカチ,名詞-普通名詞-一般,0,0
毎晩,マイバン,名詞-普通名詞-副詞可能,0,0
切手,キッテ,名詞-普通名詞-一般,0,0
縦,タテ,名詞-普通名詞-一般,0,0
茶碗,チャワン,名詞-普通名詞-一般,0,0
毎朝,マイアサ,名詞-普通名詞-副詞可能,0,0
毎週,マイシュウ,名詞-普通名詞-副詞可能,0,0
バター,バター,名詞-普通名詞-一般,0,0
靴下,クツシタ,名詞-普通名詞-一般,0,0
セーター,セーター,名詞-普通名詞-一般,0,0
来週,ライシュウ,名詞-普通名詞-副詞可能,0,0
マッチ,マッチ,名詞-普通名詞-サ変可能,0,0
レコード,レコード,名詞-普通名詞-一般,0,0
閉まる,シマル,動詞-一般,五段-ラ行-一般,連用形-促音便
にぎやか,ニギヤカ,形状詞-一般,0,0
曇る,クモル,動詞-一般,五段-ラ行-一般,連用形-促音便
今晩,コンバン,名詞-普通名詞-副詞可能,0,0
宿題,シュクダイ,名詞-普通名詞-一般,0,0
先週,センシュウ,名詞-普通名詞-副詞可能,0,0
果物,クダモノ,名詞-普通名詞-一般,0,0
カタカナ,カタカナ,名詞-普通名詞-一般,0,0
夕飯,ユウハン,名詞-普通名詞-一般,0,0
フォーク,フォーク,名詞-普通名詞-一般,0,0
紅茶,コウチャ,名詞-普通名詞-一般,0,0
来月,ライゲツ,名詞-普通名詞-副詞可能,0,0
鉛筆,エンピツ,名詞-普通名詞-一般,0,0
水曜,スイヨウ,名詞-普通名詞-副詞可能,0,0
火曜,カヨウ,名詞-普通名詞-副詞可能,0,0
先月,センゲツ,名詞-普通名詞-副詞可能,0,0
スリッパ,スリッパ,名詞-普通名詞-一般,0,0
丈夫,ジョウブ,形状詞-一般,0,0
灰皿,ハイザラ,名詞-普通名詞-一般,0,0
今週,コンシュウ,名詞-普通名詞-副詞可能,0,0
ストーブ,ストーブ,名詞-普通名詞-一般,0,0
スプーン,スプーン,名詞-普通名詞-一般,0,0
ひらがな,ヒラガナ,名詞-普通名詞-一般,0,0
カレンダー,カレンダー,名詞-普通名詞-一般,0,0
背広,セビロ,名詞-普通名詞-一般,0,0
木曜,モクヨウ,名詞-普通名詞-副詞可能,0,0
交番,コウバン,名詞-普通名詞-一般,0,0
患う,ワズラウ,動詞-一般,五段-ワア行-一般,連用形-一般
こんばんは,コンバンハ,感動詞-一般,0,0
もしもし,モシモシ,感動詞-一般,0,0
ワイシャツ,ワイシャツ,名詞-普通名詞-一般,0,0
手洗い,テアライ,名詞-普通名詞-一般,0,0
牛肉,ギュウニク,名詞-普通名詞-一般,0,0
つける,ツケル,動詞-一般,下一段-カ行,連用形-一般
おととい,オトトイ,名詞-普通名詞-一般,0,0
曇り,クモリ,名詞-普通名詞-一般,0,0
作文,サクブン,名詞-普通名詞-サ変可能,0,0
豚肉,ブタニク,名詞-普通名詞-一般,0,0
本棚,ホンダナ,名詞-普通名詞-一般,0,0
晩御飯,バンゴハン,名詞-普通名詞-一般,0,0
ぬるい,ヌルイ,形容詞-一般,形容詞,連体形-一般
花瓶,カビン,名詞-普通名詞-一般,0,0
あさって,アサッテ,名詞-普通名詞-副詞可能,0,0
八百屋,ヤオヤ,名詞-普通名詞-一般,0,0
お回り,オマワリ,名詞-普通名詞-一般,0,0
ラジカセ,ラジカセ,名詞-普通名詞-一般,0,0
やさしい,ヤサシイ,形容詞-一般,形容詞,連用形-促音便
おととし,オトトシ,名詞-普通名詞-副詞可能,0,0
鳥肉,トリニク,名詞-普通名詞-一般,0,0
朝ご飯,アサゴハン,名詞-普通名詞-一般,0,0
字引,ジビキ,名詞-普通名詞-一般,0,0
ひるごはん,ヒルゴハン,名詞-普通名詞-一般,0,0
こと,コト,名詞-普通名詞-一般,0,0
れる,レル,助動詞,下一段-ラ行-一般,連体形-一般
よう,ヨウ,形状詞-助動詞語幹,0,0
ず,ズ,助動詞,助動詞-ヌ,連用形-一般
思う,オモウ,動詞-一般,五段-ワア行-一般,終止形-一般
ば,バ,助詞-接続助詞,0,0
られる,ラレル,助動詞,下一段-ラ行-一般,未然形-一般
しまう,シマウ,動詞-非自立可能,五段-ワア行-一般,連用形-促音便
せる,セル,助動詞,下一段-サ行,連体形-一般
な,ナ,助詞-終助詞,0,0
けれど,ケレド,助詞-接続助詞,0,0
彼,カレ,代名詞,0,0
気,キ,名詞-普通名詞-一般,0,0
し,シ,助詞-接続助詞,0,0
くれる,クレル,動詞-非自立可能,下一段-ラ行-呉レル,終止形-一般
ため,タメ,名詞-普通名詞-副詞可能,0,0
考える,カンガエル,動詞-一般,下一段-ア行,未然形-一般
場合,バアイ,名詞-普通名詞-副詞可能,0,0
そんな,ソンナ,連体詞,0,0
ほど,ホド,助詞-副助詞,0,0
もらう,モラウ,動詞-非自立可能,五段-ワア行-一般,連用形-促音便
わけ,ワケ,名詞-普通名詞-一般,0,0
間,アイダ,名詞-普通名詞-一般,0,0
まま,ママ,名詞-普通名詞-副詞可能,0,0
つける,ツケル,動詞-非自立可能,下一段-カ行,終止形-一般
子,コ,名詞-普通名詞-一般,0,0
彼女,カノジョ,代名詞,0,0
僕,ボク,代名詞,0,0
見える,ミエル,動詞-一般,下一段-ア行,連用形-一般
やはり,ヤハリ,副詞,0,0
すぎる,スギル,動詞-非自立可能,上一段-ガ行,連用形-一般
必要,ヒツヨウ,名詞-普通名詞-形状詞可能,0,0
はず,ハズ,名詞-普通名詞-一般,0,0
女性,ジョセイ,名詞-普通名詞-一般,0,0
こう,コウ,副詞,0,0
ばかり,バカリ,助詞-副助詞,0,0
以上,イジョウ,名詞-普通名詞-副詞可能,0,0
始める,ハジメル,動詞-非自立可能,下一段-マ行,連体形-一般
変わる,カワル,動詞-一般,五段-ラ行-一般,連用形-促音便
気持ち,キモチ,名詞-普通名詞-一般,0,0
関係,カンケイ,名詞-普通名詞-サ変可能,0,0
別,ベツ,名詞-普通名詞-形状詞可能,0,0
もし,モシ,副詞,0,0
通り,トオリ,名詞-普通名詞-副詞可能,0,0
心,ココロ,名詞-普通名詞-一般,0,0
いただく,イタダク,動詞-非自立可能,下一段-カ行,仮定形-一般
普通,フツウ,名詞-普通名詞-形状詞可能,0,0
やめる,ヤメル,動詞-一般,下一段-マ行,連用形-一般
受ける,ウケル,動詞-一般,下一段-カ行,連体形-一般
ちゃん,チャン,接尾辞-名詞的-一般,0,0
続ける,ツヅケル,動詞-非自立可能,下一段-カ行,未然形-一般
確か,タシカ,形状詞-一般,0,0
力,チカラ,名詞-普通名詞-一般,0,0
最近,サイキン,名詞-普通名詞-副詞可能,0,0
もちろん,モチロン,副詞,0,0
戻る,モドル,動詞-一般,五段-ラ行-一般,連用形-促音便
音,オト,名詞-普通名詞-一般,0,0
ほとんど,ホトンド,名詞-普通名詞-副詞可能,0,0
場所,バショ,名詞-普通名詞-一般,0,0
形,カタチ,名詞-普通名詞-一般,0,0
用,ヨウ,接尾辞-名詞的-一般,0,0
以外,イガイ,名詞-普通名詞-副詞可能,0,0
最初,サイショ,名詞-普通名詞-副詞可能,0,0
すむ,スム,動詞-一般,五段-マ行,連用形-一般
ちゃう,チャウ,助動詞,五段-ワア行-一般,連用形-促音便
送る,オクル,動詞-一般,下一段-ラ行-一般,連体形-一般
まず,マズ,副詞,0,0
代,ダイ,接尾辞-名詞的-助数詞,0,0
理由,リユウ,名詞-普通名詞-一般,0,0
昔,ムカシ,名詞-普通名詞-副詞可能,0,0
ダメ,ダメ,名詞-普通名詞-形状詞可能,0,0
やすい,ヤスイ,接尾辞-形容詞的,形容詞,終止形-一般
娘,ムスメ,名詞-普通名詞-一般,0,0
なさる,ナサル,動詞-非自立可能,五段-ラ行-アル,命令形
説明,セツメイ,名詞-普通名詞-サ変可能,0,0
君,クン,接尾辞-名詞的-一般,0,0
心配,シンパイ,名詞-普通名詞-サ変形状詞可能,0,0
ござる,ゴザル,動詞-非自立可能,五段-ラ行-アル,連用形-イ音便
生活,セイカツ,名詞-普通名詞-サ変可能,0,0
向かう,ムカウ,動詞-一般,五段-ワア行-一般,連用形-一般
特に,トクニ,副詞,0,0
簡単,カンタン,形状詞-一般,0,0
残る,ノコル,動詞-一般,五段-ラ行-一般,未然形-一般
すごい,スゴイ,形容詞-一般,形容詞,連体形-一般
世界,セカイ,名詞-普通名詞-一般,0,0
連絡,レンラク,名詞-普通名詞-サ変可能,0,0
最後,サイゴ,名詞-普通名詞-一般,0,0
君,キミ,代名詞,0,0
無理,ムリ,名詞-普通名詞-形状詞可能,0,0
探す,サガス,動詞-一般,五段-サ行,連用形-一般
点,テン,名詞-普通名詞-一般,0,0
変える,カエル,動詞-一般,下一段-ア行,連用形-一般
つもり,ツモリ,名詞-普通名詞-一般,0,0
続く,ツヅク,動詞-非自立可能,五段-カ行-一般,未然形-一般
動く,ウゴク,動詞-一般,五段-カ行-一般,連用形-イ音便
男性,ダンセイ,名詞-普通名詞-一般,0,0
時代,ジダイ,名詞-普通名詞-一般,0,0
主人,シュジン,名詞-普通名詞-一般,0,0
笑う,ワラウ,動詞-一般,五段-ワア行-一般,未然形-一般
選ぶ,エラブ,動詞-一般,五段-バ行,連用形-撥音便
経験,ケイケン,名詞-普通名詞-サ変可能,0,0
打つ,ウツ,動詞-一般,五段-タ行,連用形-一般
ずっと,ズット,副詞,0,0
立てる,タテル,動詞-一般,下一段-タ行,連用形-一般
今度,コンド,名詞-普通名詞-副詞可能,0,0
必ず,カナラズ,副詞,0,0
調べる,シラベル,動詞-一般,下一段-バ行,未然形-一般
行う,オコナウ,動詞-一般,五段-ワア行-一般,連用形-促音便
客,キャク,名詞-普通名詞-一般,0,0
がたい,ガタイ,接尾辞-形容詞的,形容詞,終止形-一般
首,クビ,名詞-普通名詞-一般,0,0
生きる,イキル,動詞-一般,上一段-カ行,終止形-一般
市,シ,名詞-普通名詞-一般,0,0
上がる,アガル,動詞-一般,五段-ラ行-一般,連体形-省略
落ちる,オチル,動詞-一般,上一段-タ行,連用形-一般
深い,フカイ,形容詞-一般,形容詞,連体形-一般
決める,キメル,動詞-一般,下一段-マ行,未然形-一般
いたす,イタス,動詞-非自立可能,五段-サ行,終止形-一般
はっきり,ハッキリ,副詞,0,0
しばらく,シバラク,副詞,0,0
夫,オット,名詞-普通名詞-一般,0,0
合う,アウ,動詞-非自立可能,五段-ワア行-一般,終止形-一般
似る,ニル,動詞-一般,上一段-ナ行,連用形-一般
連れる,ツレル,動詞-一般,下一段-ラ行-一般,連用形-一般
ひどい,ヒドイ,形容詞-一般,形容詞,連用形-一般
相談,ソウダン,名詞-普通名詞-サ変可能,0,0
うれしい,ウレシイ,形容詞-一般,形容詞,語幹-一般
会,カイ,名詞-普通名詞-一般,0,0
周り,マワリ,名詞-普通名詞-一般,0,0
線,セン,接尾辞-名詞的-一般,0,0
例えば,タトエバ,副詞,0,0
なかなか,ナカナカ,副詞,0,0
利用,リヨウ,名詞-普通名詞-サ変可能,0,0
なくなる,ナクナル,動詞-一般,五段-ラ行-一般,連用形-促音便
払う,ハラウ,動詞-一般,五段-ワア行-一般,終止形-一般
妻,ツマ,名詞-普通名詞-一般,0,0
夢,ユメ,名詞-普通名詞-一般,0,0
式,シキ,名詞-普通名詞-一般,0,0
いっぱい,イッパイ,副詞,0,0
怖い,コワイ,形容詞-一般,形容詞,連体形-一般
頑張る,ガンバル,動詞-一般,五段-ラ行-一般,連体形-一般
十分,ジュウブン,形状詞-一般,0,0
息子,ムスコ,名詞-普通名詞-一般,0,0
思い出す,オモイダス,動詞-一般,五段-サ行,連用形-一般
室,シツ,接尾辞-名詞的-一般,0,0
県,ケン,名詞-普通名詞-一般,0,0
原因,ゲンイン,名詞-普通名詞-サ変可能,0,0
聞こえる,キコエル,動詞-一般,下一段-ア行,終止形-一般
光,ヒカリ,名詞-普通名詞-一般,0,0
警察,ケイサツ,名詞-普通名詞-一般,0,0
注意,チュウイ,名詞-普通名詞-サ変可能,0,0
